text,t_first_line,t_last_line,n_chars,n_tokens,video_id,video_duration,start_link,response,response_2
foreign [Music],6.54,14.31,15,4,aqad7PfuzsM,2019,https://youtu.be/aqad7PfuzsM?t=6,0 - The presence of foreign music does not affect the criticality of the driving situation.,"Foreign. 

Hello, and welcome to your driving test. Please enter the vehicle and make yourself comfortable. We will be testing your driving skills on a variety of roads and maneuvers. First, we will be testing your ability to start the car and adjust the mirrors. Please start the engine and adjust the mirrors to ensure maximum visibility. 

Next, we will be testing your ability to drive safely on a straight road. Please drive forward and maintain a steady speed. Remember to keep a safe distance from other vehicles on the road. 

Now, we will be testing your ability to make turns at intersections. Please approach the next intersection and make a right turn. Remember to use your turn signal and check for oncoming traffic before turning. 

Good job. Now, we will be testing your ability to parallel park. Please find a suitable parking spot and demonstrate your parallel parking skills. 

Finally, we will be testing your ability to drive safely on the highway. Please merge onto the highway and maintain a safe speed. Remember to use your signals when changing lanes and be aware of other drivers on the road. 

Thank you for taking your driving test. Your results will be sent to you within the next two weeks."
hi guys welcome back to Clearview driving my name is Amin and today I'm doing a mock test with my one I'm saying it already Okay so this is the first time we're driving together and you have done the test before yeah I've done two okay and I found them there it's okay but they were quite close together yeah and so today you want to just figure out what's going on and hopefully learn from any mistakes if there are any yeah now we're in a completely new car and what you're used to and a completely new area from where you're generally used to driving yeah you know the area but you don't you've never driven around here not really no okay so I'll be different um yeah you'd know what's involved in a mock test you've seen the videos you know what's a lot okay all right so throughout the drive I'm going to get you to follow the road ahead I'll tell,32.099,79.5,852,187,aqad7PfuzsM,2019,https://youtu.be/aqad7PfuzsM?t=32,"Critical level: 4 - The situation is not overly critical as it is just a practice drive, but the fact that the student is in a new car and a new area adds some level of difficulty.",you if we need to turn left or right and I'll give you any other instructions as we go along okay so let's get started and I want you to start the car please perfect okay so first things first let's make sure that we're in neutral and we have the handbrake on okay now let's put the key in the ignition and start the car great okay so as we're starting off I want you to check your mirrors make sure that they're all in the right place and you can see out of them properly okay and let's check your blind spot as well to make sure that no one's coming okay and when you're ready we're going to pull away from the side of the road and join the flow of traffic okay perfect so go ahead whenever you're ready
you whenever I need you to turn okay we're gonna do one maneuver we may also do the emergency stop similar to everything you've already been practicing now before we get started I'm going to ask you a quick question okay could you tell me how do you check that your brakes are working in your car so when you press them they shouldn't feel spongy or slack you should feel some resistance okay um and when you drive off your car shouldn't pull to one side that's fine do you do you need the car on to test the brakes no yes yes or no that's just an additional question for you no you have to have it on yeah because we've got hydraulic brakes okay okay all right so we're gonna get started um for anyone that's new to the channel don't forget to like the video comment down below and subscribe if you've not already we're gonna get straight into it [Music] foreign stationary it's always a really good idea to look from the pavement towards,80.939,151.26,939,197,aqad7PfuzsM,2019,https://youtu.be/aqad7PfuzsM?t=80,"the road to make sure it's safe to move, so I would rate this situation as a 7 because there's potential danger when the car starts moving.",the road and then check your mirrors and then signal to move off when it's safe to do so so we're gonna do that now check in your mirrors and release your handbrake and signal to move off when you're ready remember to do your observations as well so look to the right look to the left and if it's safe to go go ahead and move off okay we're gonna do a left turn here so when you're approaching the junction check to the right to make sure no one's coming and then turn.
the road Myra checks from the right and then looks over towards the left and by this point a blind spot check to the right is now quite old so you should always check again [Music],153.54,163.73,180,39,aqad7PfuzsM,2019,https://youtu.be/aqad7PfuzsM?t=153,"Critical level: 4 - The driving situation is not extremely critical, but it is important to keep checking blind spots to ensure safety.","The road, Myra checks from the right, and then looks over towards the left. And by this point, a blind spot check to the right is now quite old, so you should always check again. [Music]"
it's all good so we're going ahead from here okay Mario observes this Junction really well by looking right ahead left ahead right she's not looking in the sequence exactly but she's looking throughout and then turn right from here marwa demonstrates really good clutch control at this point and looks carefully to make sure the road is clear and then turn off please my room makes this left turn really nicely and in the new road she does initially position in the center but as we're going forward up to the crossroads she starts positioning Too Close towards the left as there are part casts throughout she needed to stay in the middle for a little bit longer going hit initially my wife is still positioned closer towards the left when we should be completely in the center of the road to leave enough space on both sides but after the motorbike that's coming towards us has passed she does send to the car quite nicely at the end turn right [Music] Motorway uses really good clutch control,193.98,306.54,994,191,aqad7PfuzsM,2019,https://youtu.be/aqad7PfuzsM?t=193,"Critical level: 4. 
The driving situation is not particularly critical, but Marwa's positioning could potentially lead to a hazardous situation if there were oncoming traffic or obstacles on the left side of the road.","It's all good, so we're going ahead from here, okay? Mario observes this junction really well by looking right, ahead, left, ahead, right. She's not looking in sequence exactly, but she's looking throughout. And then turn right from here. Marwa demonstrates really good clutch control at this point and looks carefully to make sure the road is clear. And then turn off, please. My room makes this left turn really nicely, and in the new road, she does initially position in the center but, as we're going forward up to the crossroads, she starts positioning too close towards the left. As there are parked cars throughout, she needed to stay in the middle for a little bit longer. Going ahead, initially, my wife is still positioned closer towards the left when we should be completely in the center of the road to leave enough space on both sides. But after the motorbike that's coming towards us has passed, she does send to the car quite nicely. At the end, turn right. [Music]. Motorway uses really good clutch control."
to Peep and creep out into the new road when she notices there's a vehicle approaching she waits in this position so we're now over the giveaway line and we are in the new road and the traffic has started to flow it's not an issue that we're in this position as we didn't move in front of traffic we moved out when the road was clear now from this position you simply wait for the road to be clear or if someone on the main road gives way to you you can slowly Peep and creep to continue out,308.46,331.44,491,107,aqad7PfuzsM,2019,https://youtu.be/aqad7PfuzsM?t=308,Criticality: 4 - The situation is not very critical as the traffic has started to flow and the driver has moved out only when the road was clear.,"To peep and creep out into the new road, when she notices there's a vehicle approaching, she waits in this position. So we're now over the giveaway line and we are in the new road, and the traffic has started to flow. It's not an issue that we're in this position as we didn't move in front of traffic, we moved out when the road was clear. Now from this position, you simply wait for the road to be clear, or if someone on the main road gives way to you, you can slowly peep and creep to continue out."
coming up to this next parked car on the left hand side which is quite close to the island with the zebra crossing my ride does really well to stop in a good position behind the car and also uses her mirrors before moving off from this position if the Space is really tight be sure to use really tight clutch control and get yourself out from behind the park car so that you don't travel any closer,351.78,369.9,398,80,aqad7PfuzsM,2019,https://youtu.be/aqad7PfuzsM?t=351,"6 - The situation is moderately critical because of the parked car's proximity to the island with the zebra crossing, which requires the driver to exercise caution and maneuver with tight clutch control to avoid getting any closer.","Coming up to this next parked car on the left-hand side, which is quite close to the island with the zebra crossing. My learner driver does really well to stop in a good position behind the car, and also uses her mirrors before moving off from this position. If the space is really tight, be sure to use really tight clutch control and get yourself out from behind the parked car so that you don't travel any closer."
[Music] coming up to the end of this road there is a compulsory left turn which you can see by the arrow painted on the floor and on the sign on the left hand side of the road coming up to a junction like this The Examiner would not tell you that you have to turn left as you can see this very clearly and it's a good idea to use your signals as your signal could be beneficial for pedestrians or cyclists as the traffic on the new road is moving quite slowly they tend to give way so be sure when you're waiting at a junction like this to get eye contact with the traffic on the main road and if they're waiting for you quite clearly then you should slowly Edge forward there was a van on the right hand side that was flashing their headlights to give Mo away and it wasn't very clear that he's giving away so this does not go down as a fault make sure you know the traffic is definitely waiting for you before you commit to the Gap good,386.41,442.02,938,196,aqad7PfuzsM,2019,https://youtu.be/aqad7PfuzsM?t=386,"Critical level: 4 - While there is a junction and a compulsory turn, there are no immediate hazards or high-speed traffic. However, caution is still necessary when navigating the junction.","[Music] Coming up to the end of this road, there is a compulsory left turn which you can see by the arrow painted on the floor and on the sign on the left-hand side of the road. Coming up to a junction like this, the examiner would not tell you that you have to turn left, as you can see this very clearly. It's a good idea to use your signals as your signal could be beneficial for pedestrians or cyclists. As the traffic on the new road is moving quite slowly, they tend to give way. So be sure when you're waiting at a junction like this to get eye contact with the traffic on the main road. If they're waiting for you quite clearly, then you should slowly edge forward. There was a van on the right-hand side that was flashing their headlights to give more away. And it wasn't very clear that he's giving away. So this does not go down as a fault. Make sure you know the traffic is definitely waiting for you before you commit to the gap. Good."
[Music] foreign [Music],443.08,452.12,23,7,aqad7PfuzsM,2019,https://youtu.be/aqad7PfuzsM?t=443,N/A - There is no driving situation described in this fragment.,"Okay, hello again. Today we’re gonna do a driving test. Let’s get started. First thing, before you start driving you always put on your seatbelt. Make sure it's secure. Now, let's start the car. Make sure you check the mirrors. Look both ways to make sure it's safe. Then, put the car in gear and start moving. Always remember to use your turn signal when changing lanes or turning. And, if there’s a stop sign, make sure you come to a complete stop. Always keep a safe distance from other cars on the road. And that’s it. Congratulations, you passed the test."
as we moved off from this position modua gets a serious fault with use of mirrors change direction she should have carried on in the left lane but she moves into the middle Lane and there was a car right next to her she does check her in there is but she should not have moved over [Music] foreign [Music] traffic lights there were three lanes as we go forward it continues as three lanes for a little while then lane two and three come together to merge to become the overtaking lane we later had to move back into the left-hand Lane which marwa does really well,485.819,537.18,563,116,aqad7PfuzsM,2019,https://youtu.be/aqad7PfuzsM?t=485,"Criticality: 8
Marwa made a serious fault by moving into the middle lane and putting herself and the car next to her at risk, which could have resulted in an accident.","As we moved off from this position, Modua gets a serious fault with the use of mirrors. Change direction - she should have carried on in the left lane, but she moves into the middle lane and there was a car right next to her. She does check her mirrors, but she should not have moved over. [Music] Foreign [Music]. 

At the traffic lights, there were three lanes. As we go forward, it continues as three lanes for a little while. Then, lane two and three come together to merge to become the overtaking lane. We later had to move back into the left-hand lane, which Marwa does really well."
initially marwa is a little slow while making progress but she does quickly get up to the speed of the road and she's not holding anybody up so this does not go down as a fault okay we're going to take the next turning on your left the next Justin here okay turning left in here while turning left into this new road marwa is holding the clutch down but she's controlling the speed by breaking enough and she's in the correct gear she simply needed to just let go of the clutch which she does as soon as she's in the new road so this isn't necessarily going to be a fault as her speed was controlled the whole time [Music],552.36,612.0,622,133,aqad7PfuzsM,2019,https://youtu.be/aqad7PfuzsM?t=552,2 - The driving situation is not critical as Marwa is driving at a regular speed and correctly controlling the clutch and speed while turning left.,"Initially, Marwa is a little slow while making progress, but she does quickly get up to the speed of the road, and she's not holding anybody up. So, this does not go down as a fault. Okay, we're going to take the next turning on your left, the next junction here. Okay, turning left in here. While turning left into this new road, Marwa is holding the clutch down.

But she's controlling the speed by braking enough, and she's in the correct gear. She simply needed to just let go of the clutch, which she does as soon as she's in the new road. So, this isn't necessarily going to be a fault as her speed was controlled the whole time. [Music]"
the roundabout would like you to turn right it's the second exit,630.18,632.04,64,14,aqad7PfuzsM,2019,https://youtu.be/aqad7PfuzsM?t=630,"4 - The situation is somewhat critical as the student needs to navigate the roundabout correctly, but it is a straightforward turn and not a complex intersection.",The roundabout would like you to turn right. It's the second exit.
foreign,669.42,669.42,7,1,aqad7PfuzsM,2019,https://youtu.be/aqad7PfuzsM?t=669,"5 - The presence of a foreign driver can add some level of unpredictability to the driving situation, but it may not be immediately critical depending on their level of experience and adherence to traffic laws.","In this video, you will see a mock driving test being conducted. You will see the driver being asked to perform various maneuvers, and their driving skills will be assessed based on their ability to follow instructions, maintain control of the vehicle, and follow traffic laws.

First, the examiner will ask the driver to adjust their mirrors and seat for comfort and safety. The driver will then be asked to start the car and demonstrate their ability to use the brakes, accelerator, and steering wheel.

Next, the driver will be asked to make various turns, including left and right turns, and a U-turn. The driver will also be asked to park the car in a parallel parking spot.

Throughout the test, the examiner will be watching the driver carefully and taking notes. The examiner will be looking for any mistakes, such as failing to use turn signals or stopping too suddenly.

At the end of the test, the examiner will provide feedback to the driver and let them know if they passed or failed. If the driver fails, they will be given the opportunity to retake the test at a later date.

Remember, it is important to always follow traffic laws, drive safely and defensively, and be aware of your surroundings while you are behind the wheel. Good luck on your driving test!"
planning as she's trying to keep the entrance on the left hand side clear but then she decided to go forward and ends up stopping too close to the van because she's again trying to keep the entrance clear behind her you should always aim to leave tires and tarmac visible when you're stopping as we're traveling in slow-moving traffic manual was about to go into second gear and she puts her clutch down but then she decided against the gear change and brings the clutch back up and first gear which results in the car engine braking and the car ends up jolting now this can be serious fault if somebody behind is too close and you bring the clutch up really quickly as they won't realize you're slowing down as there's no brake light when the engine brake engages so if you have put the clutch down be sure to bring the clutch up slowly so that the engine brake doesn't kick in suddenly now at the traffic lights we're going to,695.72,751.019,928,188,aqad7PfuzsM,2019,https://youtu.be/aqad7PfuzsM?t=695,"Rate: 7

The driving situation is becoming more critical as the driver's actions could potentially cause an accident if someone behind them is too close and unaware of their sudden deceleration.","Planning, as she's trying to keep the entrance on the left-hand side clear, but then she decided to go forward and ends up stopping too close to the van. Because she's again trying to keep the entrance clear behind her, you should always aim to leave tires and tarmac visible when you're stopping. As we're travelling in slow-moving traffic, the manual was about to go into second gear and she puts her clutch down. But then she decided against the gear change and brings the clutch back up in first gear, which results in the car engine braking and the car ends up jolting. Now, this can be a serious fault, if somebody behind is too close, and you bring the clutch up really quickly as they won't realize you're slowing down, as there's no brake light when the engine brake engages. So, if you have put the clutch down, be sure to bring the clutch up slowly so that the engine brake doesn't kick in suddenly. Now, at the traffic lights, we're going to..."
go ahead but we're going to keep to the left towards Park Royal okay because the road's going to divide into two in the distance,752.76,760.8,128,27,aqad7PfuzsM,2019,https://youtu.be/aqad7PfuzsM?t=752,"4 - The situation is not too critical, but attention is required as the road is about to divide.","Go ahead, but we're going to keep to the left towards Park Royal. Okay, because the road is going to divide into two in the distance."
I suggest you stay in this Lane [Music] did you mean down there yeah so we're going down there this Lane will take you there okay so this left one goes back on the A40 right so oh so you meant stay on the left as in like because we're going to stay on the left not literally yeah we're not turning like going straight but we're going yeah that's why I said go straight but keep left,776.04,805.5,382,86,aqad7PfuzsM,2019,https://youtu.be/aqad7PfuzsM?t=776,Critical level: 2 - The situation is not critical as it involves a simple direction change without much traffic or road hazards.,"""I suggest you stay in this lane."" [Music] ""Did you mean down there?"" ""Yeah, so we're going down there. This lane will take you there."" ""Okay, so this left one goes back on the A40, right?"" ""So, oh, so you meant stay on the left as in, like, because we're going to stay on the left, not literally?"" ""Yeah, we're not turning, like, going straight, but we're going."" ""Yeah, that's why I said go straight but keep left."""
[Music],856.21,856.21,7,3,aqad7PfuzsM,2019,https://youtu.be/aqad7PfuzsM?t=856,"Critical level: 0 - This fragment does not depict any driving situation or scenario, as it only refers to music playing in the background.","Hi, everyone. Welcome to a driving test video. So today, I'm going to show you how to do your driving test. So the first thing you're going to want to do when you get into the car is to just take a deep breath, relax, and just kind of feel the car out. Make sure that you know how to operate all of the different gears and making sure that you know how to signal properly. So the first thing that you're going to want to do is to indicate that you're pulling out onto the road. So make sure that you signal and then check your mirrors just to make sure that there's no other cars coming. And then, once you've done that, you can slowly start to pull out onto the road. And as you're driving down the road, you want to make sure that you're staying in your lane and that you're not driving too close to the car in front of you. You also want to be looking in your mirrors quite often just to make sure that there's no other cars coming up behind you. And then when it comes time to turn, make sure that you signal well in advance of the turn and then slow down accordingly. And then once you've made the turn, just make sure that you're staying in your lane and that you're not cutting off any other cars. And then, as you continue down the road, just try to stay as relaxed as possible and try not to make any sudden movements with the car. So that's basically it. That's how you do your driving test. So hopefully this video was helpful. And if you have any questions, feel free to leave them in the comments below. Thanks for watching, and good luck on your driving test. [Music]"
all right now the traffic lights into the carpool [Music] okay now if you can turn left from him [Music] and then take the next Road on your right,873.66,903.66,146,34,aqad7PfuzsM,2019,https://youtu.be/aqad7PfuzsM?t=873,"Critical level: 3. 

There is light traffic, and the driver only needs to turn left and take the next road on their right, so the situation is not very critical.","All right, now the traffic lights. Into the carpool. [Music] Okay, now if you can turn left from him. [Music] And then take the next road on your right."
and then turn right just in here I remember what I'd like you to do now is to reverse into a space of your choice you can use one of these spaces or you can use these places on the left also to park in either side but reverse into a space as soon as you get into a car park it's a really good idea to go into reverse gear straight away so if someone turns up behind you they know what you're intending to do Mario wait's in the middle of the road for some time but nobody turned in behind us so this wasn't at fault but you need to make it clear with using your reverse light as a signal or even using your indicators,928.68,974.76,617,134,aqad7PfuzsM,2019,https://youtu.be/aqad7PfuzsM?t=928,"3 - The driving situation is not critical, as they are parking in a car park with available spaces, but it is important to properly signal to other drivers when reversing.","""And then turn right just in here. I remember what I'd like you to do now is to reverse into a space of your choice. You can use one of these spaces, or you can use the spaces on the left also to park in either side. But, reverse into a space. As soon as you get into a car park, it's a really good idea to go into reverse gear straight away so if someone turns up behind you, they know what you're intending to do. Mario waits in the middle of the road for some time, but nobody turned in behind us, so this wasn't at fault. But, you need to make it clear with using your reverse light as a signal or even using your indicators."""
dry steering or steering while stationary is not a fault in terms of a driving test but it is something that you want to avoid doing as a new driver so always move slowly and turn the wheel while you're moving,991.68,1001.459,209,42,aqad7PfuzsM,2019,https://youtu.be/aqad7PfuzsM?t=991,"Critical level: 2. 
The situation is not very critical as dry steering is not a fault in the driving test, but it is recommended for new drivers to avoid doing it by moving slowly and turning the wheel while moving.",".

Dry steering, or steering while stationary, is not a fault in terms of a driving test, but it is something that you want to avoid doing as a new driver. So always move slowly and turn the wheel while you're moving."
thank you can I check [Music] foreign we're just gonna drive over to the right to exit,1056.36,1069.08,86,20,aqad7PfuzsM,2019,https://youtu.be/aqad7PfuzsM?t=1056,2 - The driving situation is not critical at all because they are simply exiting to the right.,"Thank you. Can I check? [Music] Alright, we're just gonna drive over to the right to exit."
and then left out of it,1087.02,1087.02,23,6,aqad7PfuzsM,2019,https://youtu.be/aqad7PfuzsM?t=1087,Criticality: 7 - The situation is relatively critical because the instructor left out a crucial instruction which could potentially cause confusion or difficulty for the learner driver.,And then left out of it.
and then we're gonna go left at the traffic lights [Music],1104.66,1108.22,58,14,aqad7PfuzsM,2019,https://youtu.be/aqad7PfuzsM?t=1104,3 - The driving situation is moderately critical as the student is approaching traffic lights and needs to be aware of traffic signals and potential cross traffic.,And then we're gonna go left at the traffic lights. [Music].
let the traffic lights turn left [Music] these traffic lights had a filter error for turning left which goes green before the rest of the traffic light so we were able to turn but the bus had to wait the traffic light ahead where The Pedestrian is waiting to cross does not have a solid line going across our path so if that traffic light had been red we would not have stopped in that position as that was a repeat traffic light [Music] okay well it's safe to do so I'd like you to demonstrate how you would de-list the front windscreen thank you you can turn it off okay come up to a roundabout now I'd like you to take the fourth exit right it's kind of like third eggs actually so third exit right as we enter the roundabout at this point marlaw gets a serious fault with Junction observation as the Lorry on the right was approaching quite fast and we should not have moved in front of them we're now passing the penultimate exit,1131.48,1244.64,934,197,aqad7PfuzsM,2019,https://youtu.be/aqad7PfuzsM?t=1131,Critical level: 8 - The situation became critical when Marlaw got a serious fault with Junction observation as the Lorry on the right was approaching quite fast and we should not have moved in front of them.,"Let the traffic lights turn left. [Music] These traffic lights have a filter for turning left which goes green before the rest of the traffic light, so we were able to turn, but the bus had to wait. The traffic light ahead, where the pedestrian is waiting to cross, does not have a solid line going across our path. So, if that traffic light had been red, we would not have stopped in that position as that was a repeat traffic light. [Music] Okay, well it's safe to do so. I'd like you to demonstrate how you would de-mist the front windscreen. Thank you, you can turn it off. 

Okay, we're coming up to a roundabout now. I'd like you to take the third exit, right. [Marlaw gets a serious fault with Junction observation as the lorry on the right was approaching quite fast, and we should not have moved in front of them]. We're now passing the penultimate exit."
and Mara should have been checking her mirrors and moving into the left to take the exit but she stays on the right and exits from the right which can be dangerous next round about we're going to go ahead to Dabi Road [Music] the Lorry waiting on the right hand side has got a left indicator meaning they're going to be turning left and we did not need to wait for them so there are quite a few chances that marua has missed at this point [Music] as we were waiting to enter the roundabout the traffic coming up behind us had to keep switching into the right hand lane in order to avoid us which is why it went down as a serious fault for hesitation and as marwa entered the roundabout she needed to go round the roundabout staying in the outskirts as we started in the left-hand Lane no don't go in the bus lane when we get to the very end of this road I'd like you to turn right [Music],1246.5,1344.37,888,194,aqad7PfuzsM,2019,https://youtu.be/aqad7PfuzsM?t=1246,"Criticality: 8 - Mara's mistakes could lead to dangerous situations and accidents, such as exiting from the right and not checking mirrors, which is why there are serious faults marked against her. The traffic behind them having to switch lanes shows that there was a risk of collision.","And Mara should have been checking her mirrors and moving into the left to take the exit, but she stays on the right and exits from the right, which can be dangerous. Next roundabout, we're going to go ahead to Dabi Road. [Music] The lorry waiting on the right-hand side has got a left indicator, meaning they're going to be turning left, and we did not need to wait for them. So there are quite a few chances that Mara has missed at this point. [Music] As we were waiting to enter the roundabout, the traffic coming up behind us had to keep switching into the right-hand lane in order to avoid us, which is why it went down as a serious fault for hesitation. And as Mara entered the roundabout, she needed to go round the roundabout, staying in the outskirts as we started in the left-hand lane. No, don't go in the bus lane. When we get to the very end of this road, I'd like you to turn right. [Music]"
the traffic lights turn right,1379.82,1379.82,29,5,aqad7PfuzsM,2019,https://youtu.be/aqad7PfuzsM?t=1379,"Criticality level: 5. While it's important to observe traffic lights and follow their directions, turning right at a traffic light is generally not a highly critical situation.",The traffic lights: turn right.
the traffic lights turn right [Music] away demonstrates really good coordination with her pedals when moving off from this gradient she quickly moves her foot off the brake over to the accelerator and steady on the clutch in order to move off,1379.82,1399.919,242,44,aqad7PfuzsM,2019,https://youtu.be/aqad7PfuzsM?t=1379,"Criticality: 3 - While coordination is important, the driving situation is not particularly critical as it involves just moving off from a gradient and turning right at a traffic light.",". The traffic lights turn right. [Music] 
Away demonstrates really good coordination with her pedals when moving off from this gradient. She quickly moves her foot off the brake over to the accelerator and is steady on the clutch in order to move off."
[Music] now the next roundabout we're going to be going ahead it's the third exit it's kind of from the right actually I'm going to take the third exit right on this roundabout [Music] when waiting at a roundabout to enter always watch the traffic in the roundabout and see where they're headed and they're all leaving the roundabout towards the right and blocking the traffic from the right so we can enter straight away as we enter the roundabout watch the black car on the left hand side as they straight line the roundabout so you have to be alert of other drivers as well and as we exit the roundabout watch the position that marwa is exiting the roundabout as she stays on the right up until her exit here we've taken the wrong exit but it's okay we're just gonna continue down this road okay [Music] when we get up to the roundabout we're going to make a U-turn and come back,1429.01,1498.38,882,193,aqad7PfuzsM,2019,https://youtu.be/aqad7PfuzsM?t=1429,"Critical level: 2. 
The situation is not very critical as the instructor is guiding the student through a simple roundabout and U-turn maneuver on a quiet road.",". 

[Music] Now, the next roundabout, we're going to be going ahead. It's the third exit. It's kind of from the right. Actually, I'm going to take the third exit right on this roundabout. [Music] When waiting at a roundabout to enter, always watch the traffic in the roundabout and see where they're headed. If they're all leaving the roundabout towards the right and blocking the traffic from the right, so we can enter straight away. As we enter the roundabout, watch the black car on the left-hand side as they straighten the roundabout. So, you have to be alert of other drivers as well. And as we exit the roundabout, watch the position that Marwa is exiting the roundabout, as she stays on the right up until her exit. Here, we've taken the wrong exit, but it's okay. We're just gonna continue down this road, okay? [Music] When we get up to the roundabout, we're going to make a U-turn and come back."
this way so we're going to take the fourth exit now go all the way around to take the fourth exit here,1500.24,1506.24,102,23,aqad7PfuzsM,2019,https://youtu.be/aqad7PfuzsM?t=1500,4 - The situation is somewhat critical as the driver needs to pay attention to the directions and navigate the roundabout safely.,". This way, we're going to take the fourth exit. Now, go all the way around to take the fourth exit here."
[Music] thank you now we're going to pull it and park up on the left before that red car in that space just there so just slow it right down because it's quite a small space just kind of roll into that space behind the risk that's great though thank you that's fine thank you secure the car yeah and you can switch off all you haven't secured the car thank you switch off the engine great thank you if you give me a few minutes okay right well you can relax now now I'm terrible that actually went terrible why is that oh I promise I don't drive like this I'm just really nervous I don't know what happened I don't know in the beginning yeah what happened on that carriageway why did you get hooted at when we was going forward yeah I don't know because I was staying like I was still in my Lane like was I supposed to go to the left because he was he was on the right he,1524.97,1611.659,871,194,aqad7PfuzsM,2019,https://youtu.be/aqad7PfuzsM?t=1524,"Critical level: 0, as the situation is just a routine parking maneuver.","[Music] Thank you. Now, we're going to pull in and park up on the left before that red car in that space just there. So just slow it right down because it's quite a small space, just kind of roll into that space behind the Ritz. That's great, though. Thank you. That's fine, thank you. Secure the car, yeah, and you can switch off. All you haven't secured the car, thank you. Switch off the engine. Great, thank you. If you give me a few minutes, okay? Right, well, you can relax now. Now, I'm terrible. That actually went terrible. Why is that? Oh, I promise I don't drive like this. I'm just really nervous. I don't know what happened. I don't know. In the beginning, yeah, what happened on that carriageway? Why did you get hooted at when we were going forward? Yeah, I don't know because I was staying like I was still in my lane. Like, was I supposed to go to the left because he was on the right? He was honking."
was next to me yeah and you moved in front of them didn't you yeah and then we had to move back to the left later yeah so you actually switched Lanes there yeah I switched Lanes like as we got on yeah because I thought we always we have to be on the left if we're not overtaking no true but when you started at those traffic lights which lane were you in the the there was only two lanes right there were three there were three I was in the middle you were on the left I'll show you later so that was the first bit obviously that's a mistake because you've just switched over Lanes the guy's having to blast the horn even the Lorry is using the hall at that point yeah yeah I was quite a bit of a weird one because nothing's really going on and you've just you've just drifted over okay yeah besides that I want to talk about your roundabouts because that's where the trouble seems to be for me me too firstly a bit of hesitation you,1613.52,1662.36,933,203,aqad7PfuzsM,2019,https://youtu.be/aqad7PfuzsM?t=1613,"Criticality rating: 5 - The situation is not extremely critical, but the student's lane change without checking blind spots caused a potentially dangerous situation and required other drivers to use their horns.","were next to me, yeah, and you moved in front of them, didn't you? Yeah, and then we had to move back to the left later. Yeah, so you actually switched lanes there. Yeah, I switched lanes as we got on, yeah, because I thought we always have to be on the left if we're not overtaking. No, true, but when you started at those traffic lights, which lane were you in? The... there were only two lanes, right? There were three. There were three. I was in the middle, you were on the left. I'll show you later. So that was the first bit. Obviously, that's a mistake because you've just switched lanes. The guy's having to blast the horn. Even the lorry is using the horn at that point. Yeah. It was quite a bit of a weird one because nothing's really going on, and you've just drifted over. Okay. Besides that, I want to talk about your roundabouts because that's where the trouble seems to be for me. Me, too. Firstly, a bit of hesitation."
don't really realize when to go yeah or two separate accounts we just sat there that Lorry which we will see indicating not the way I was going yeah and we just sat there and about three full cars had gone past you and you're right thankfully no one was behind you so no one's disturbed because they're all going around you yeah and you're looking at that Lorry and you're like yeah but then did you see the red car yeah but that red car you know I thought the red car was gonna come around yeah but it did it actually started next to you you both started the roundabout together he went into the roundabout did a u-10 and come back out really yeah um then we had the the massive black Lorry I think it was like a John Lewis or something as we went in he was right there so we needed to the roundabout was a bit tricky because yeah so you needed to once you go in you got to get on with it Go a bit clean,1664.159,1713.9,904,199,aqad7PfuzsM,2019,https://youtu.be/aqad7PfuzsM?t=1664,"I would rate this situation as a 7 - the roundabout seems to have a lot of traffic with large lorries and multiple near-misses, making it quite critical.","Don't really realize when to go, yeah or two separate accounts. We just sat there, that lorry which we will see indicating not the way I was going. Yeah, and we just sat there and about three full cars had gone past you, and you're right, thankfully, no one was behind you, so no one's disturbed because they're all going around you. Yeah, and you're looking at that lorry, and you're like, ""yeah"". But then, did you see the red car? Yeah, but that red car, you know, I thought the red car was gonna come around, yeah, but it did. It actually started next to you. You both started the roundabout together. He went into the roundabout, did a U-turn, and came back out. Really, yeah. Um, then we had the massive black lorry. I think it was like a John Lewis or something. As we went in, he was right there, so we needed to. The roundabout was a bit tricky because, yeah, so you needed to. Once you go in, you got to get on with it. Go a bit clean."
